,0
22.0,0.17085686530803304
26.0,0.10678118748063678
30.0,0.09303537031220703
34.0,0.06399452542348195
38.0,0.0491971138661986
42.0,0.036687272693894754
46.0,0.02318185611778448
50.0,0.0131659476245259
54.0,0.01621045715792066
58.0,0.018979577878515196
62.0,0.015517785850811048
66.0,0.01265912214600721
70.0,0.0031854566342791163
74.0,0.0023200668886172787
78.0,0.0029710148131850737
82.0,0.004308439004601507
86.0,0.005270194287133007
90.0,0.0047983640267061
94.0,0.0029303249144683875
98.0,0.001878360450773942
102.0,0.008382703523428263
106.0,0.0018723699238163785
110.0,-0.0019021400476679706
114.0,-0.004437025968515223
118.0,-0.0028536958433228172
122.0,-0.0035395636304841917
126.0,-0.002993141778605479
130.0,0.002606673471503542
134.0,0.005917389552869235
138.0,0.0007651838468884612
142.0,0.003503035877652055
146.0,0.006045601605642608
150.0,0.0024435666853620465
154.0,0.003086342777606949
158.0,0.0019783541701466514
162.0,0.0006330499054036601
166.0,-0.00020348139411529532
170.0,-0.001076540768690936
174.0,-0.0018091884860491718
178.0,-0.0023398047703361057
182.0,-0.002507735464204032
186.0,-0.002683897357085706
190.0,-0.003869227974641541
194.0,-0.0039445967588144105
198.0,-0.002782198429324387
