,0
22.0,0.17227106106407516
26.0,0.10907169919647673
30.0,0.08772594592628628
34.0,0.06740564244775722
38.0,0.05682664540424863
42.0,0.027100618653469116
46.0,0.017013666772836097
50.0,0.005286640279658677
54.0,0.009398560880473745
58.0,0.005139108712352866
62.0,0.006241521483408347
66.0,0.01110157147122326
70.0,0.00043983257836323445
74.0,-0.0022269314948266863
78.0,0.0042883454070497765
82.0,0.0014933514355602966
86.0,-0.003746290233207548
90.0,0.001756695880856696
94.0,0.0030978976137832253
98.0,0.008848766705559579
102.0,0.009330404749898802
106.0,0.0001685824352799881
110.0,0.005805488635393416
114.0,0.005181480544667854
118.0,-0.0017637577623553738
122.0,-0.002156874171745068
126.0,-0.000569647574792746
130.0,0.0010692059501580507
134.0,-0.0021225220020086853
138.0,-0.0018713872711747948
142.0,-0.0052626460502274
146.0,-0.0017926614034152475
150.0,-0.002665385250308376
154.0,-0.0054661910170172735
158.0,-0.003780735486564084
162.0,0.0005447342112053815
166.0,-0.002044701832251377
170.0,-0.0017174107639838937
174.0,-0.0020465802918559514
178.0,0.0036041632801724357
182.0,-0.00325241088039439
186.0,-0.003280333861848535
190.0,-0.0005121572048121374
194.0,-0.0001329183167355664
198.0,-0.0011829982775918534
