,0
22.0,0.06429698114046806
26.0,0.04095667895151442
30.0,0.02923569713602325
34.0,0.01905067815330924
38.0,0.01375892544560486
42.0,0.010470799350865081
46.0,0.006663458303947009
50.0,0.0053169891439247986
54.0,0.004107552482594818
58.0,0.002337242264426042
62.0,0.002251825842117763
66.0,0.0012039252946669965
70.0,0.0014996031659682187
74.0,0.0007864975753019617
78.0,0.0011654147904326326
82.0,0.00041058564618065547
86.0,0.0007903830820428097
90.0,0.0008376370980767001
94.0,0.0015660665933248947
98.0,0.0011879551755185585
102.0,0.0017794183840737089
106.0,0.002023626919831986
110.0,0.0013115134358597654
114.0,0.001443958708221985
118.0,0.0008533796422828928
122.0,0.00010589143481654301
126.0,0.0007146839278266876
130.0,0.0002345603476950302
134.0,0.00023043259964555755
138.0,0.00023478775054463992
142.0,-9.321041278494762e-05
146.0,0.0006417629884877059
150.0,-0.00016385548453630994
154.0,-9.577070589549046e-05
158.0,0.00025111203475567214
162.0,0.000671006486256493
166.0,0.0009540422496512718
170.0,0.0001209886406057955
174.0,0.00047687856208818516
178.0,0.0003055636517065107
182.0,0.00018825799385268203
186.0,0.0004265161744594708
190.0,0.00018587326449143017
194.0,0.0001665858132490744
198.0,-2.2580256489191567e-05
