,0
22.0,0.18300409276817947
26.0,0.11050250489004962
30.0,0.08644608289051502
34.0,0.0648702235204404
38.0,0.050488695191613114
42.0,0.03295962679711471
46.0,0.021413581995578617
50.0,0.010293444076818136
54.0,0.011266640626252985
58.0,0.01011720117225614
62.0,0.008579289621591981
66.0,0.009396324770649334
70.0,0.0004889860659822889
74.0,-0.0032625228844544614
78.0,-0.0009721195390703558
82.0,-0.000987002790090157
86.0,-0.001125054048561697
90.0,0.0006527247732220173
94.0,0.0010941983294340525
98.0,0.005075557062359501
102.0,0.007349041490834133
106.0,0.0005340189671540586
110.0,0.001576505645354193
114.0,0.0013566744001397312
118.0,-0.0016557706530305398
122.0,-0.002168106783150273
126.0,-0.001580340116213821
130.0,0.00011560802965710119
134.0,0.0005529658321588736
138.0,-0.000824593598637626
142.0,-0.0019279823893733805
146.0,0.0006394634623524969
150.0,-0.00150300376492707
154.0,-0.0021283792270758188
158.0,-0.0010988755976312195
162.0,0.0004519177962338375
166.0,-0.001093422986690767
170.0,-0.0006790264908707453
174.0,-0.0010005124521341331
178.0,0.0008504387843690396
182.0,-0.001828274408496503
186.0,-0.0017601927632606412
190.0,-0.00101319366369829
194.0,-0.0012658241328853158
198.0,-0.0007753224090764197
