,0
22.0,0.19273912199255613
26.0,0.11395275425336587
30.0,0.08638475195474073
34.0,0.0632988588760775
38.0,0.04546460584383666
42.0,0.03823095862510118
46.0,0.024092523746538703
50.0,0.014222450778630248
54.0,0.012647381743612063
58.0,0.0161578921710099
62.0,0.01197573605144299
66.0,0.009572972336588464
70.0,0.001444839500396151
74.0,-0.002800641971056244
78.0,-0.004475097267487638
82.0,-0.0017583515679566134
86.0,0.0016983900763077073
90.0,0.0005655512080213376
94.0,0.001441111213250872
98.0,0.0036874641850906226
102.0,0.007234827531923427
106.0,0.0019663752213515875
110.0,-0.001111576263753596
114.0,-0.0019072478325890482
118.0,-0.000989081402367049
122.0,-0.0019350923013773166
126.0,-0.0020240852286234146
130.0,0.00017877967768657754
134.0,0.002965492154015255
138.0,0.0006467657991078143
142.0,0.0013596354103795128
146.0,0.0031604840965033538
150.0,3.185268498192402e-05
154.0,0.0006539932319001423
158.0,0.0009166271551557853
162.0,-0.00010177606726178915
166.0,-0.0008925280758061691
170.0,-0.00024240463198113658
174.0,-0.0014620875833991724
178.0,-0.0005837131942333428
182.0,-0.0007360707809306557
186.0,-0.00017474635749554823
190.0,-0.0018489758044580309
194.0,-0.0022505349081381994
198.0,0.00037614521647735865
