,0
22.0,0.14031073113359474
26.0,0.09553972235393851
30.0,0.06659543119950892
34.0,0.04929375819820947
38.0,0.038328807186703805
42.0,0.027978315936221132
46.0,0.021843623159401453
50.0,0.01792381270613753
54.0,0.012159066355486137
58.0,0.010260201056398056
62.0,0.0070095305442599955
66.0,0.006674953429354471
70.0,0.004709732839424381
74.0,0.0036744910016463838
78.0,0.0042796315147083245
82.0,0.0028301080233084277
86.0,0.002450856410963718
90.0,0.0024518750597954473
94.0,0.0031328551042492194
98.0,0.002180566194761642
102.0,0.0022883816113504034
106.0,0.002827916651722229
110.0,0.0022264454207945967
114.0,0.001287543925006446
118.0,0.00022885608957611762
122.0,-0.0004447984799384331
126.0,-0.0003402130141018772
130.0,-0.0005637268447630249
134.0,-0.0004324274173966932
138.0,-0.0009471309678196179
142.0,-0.00017981895466106195
146.0,0.0005552092888614955
150.0,0.0001712749762184849
154.0,0.0008907086195241169
158.0,0.0014245103646257063
162.0,0.000715518751567792
166.0,0.0005934690373656425
170.0,0.0001846174032650919
174.0,-0.00011819162746974858
178.0,-0.0005190017583728678
182.0,-0.0005956416624126477
186.0,-0.0008432855671982354
190.0,-0.001280129402361101
194.0,-0.0009283488020937779
198.0,-0.0011317519385790754
