,0
22.0,0.1183071299779885
26.0,0.08250425830315228
30.0,0.05663867297756188
34.0,0.040039995651608526
38.0,0.028888698261461628
42.0,0.020145344777699085
46.0,0.014037300393122395
50.0,0.008524509972911947
54.0,0.0045692892752927485
58.0,0.0019979635208580786
62.0,-5.818402709968023e-05
66.0,0.00025947944840010786
70.0,0.0009587498134549125
74.0,0.0007996239699264973
78.0,0.0005898578818882703
82.0,0.0005035048869511505
86.0,-0.0008325462929009894
90.0,-0.0014061958755314603
94.0,-0.0014269852113286267
98.0,-0.0007375117856307611
102.0,-0.00014245403465578332
106.0,0.00014936250692521694
110.0,0.00011215418499424387
114.0,0.0001996111928734587
118.0,-0.0006973082384844105
122.0,-0.001429208756786342
126.0,-0.0018625424064389697
130.0,-0.0020515486122738907
134.0,-0.0017695226826456541
138.0,-0.0008344896283773933
142.0,-0.0009825828513962153
146.0,-0.0006793602475496811
150.0,-0.001782824909003585
154.0,-0.0019056599331360173
158.0,-0.0014980083560052274
162.0,-0.00206203681704733
166.0,-0.002464808131008591
170.0,-0.0021733198902741985
174.0,-0.0021573166204965797
178.0,-0.0018661959935447167
182.0,-0.0013253041003097605
186.0,-0.0009616650300239818
190.0,-0.0010984678025821584
194.0,-0.0008689023684166379
198.0,-0.0007931666622385267
