,0
22.0,0.06485673865617352
26.0,0.042302279722880254
30.0,0.027696405363280094
34.0,0.02315172214489242
38.0,0.017093937032079155
42.0,0.009045442950745356
46.0,0.009678895110110634
50.0,0.010744276967619593
54.0,0.005875946643559764
58.0,0.004011921440510377
62.0,0.004393408413307808
66.0,0.0019740415705678063
70.0,0.003865873063842575
74.0,0.0033939042413521645
78.0,0.001578712058729216
82.0,0.0026742002532534983
86.0,0.002540430215097715
90.0,0.0016607685073467002
94.0,0.0022218165599588676
98.0,0.001811933664648152
102.0,0.0019616922072917833
106.0,0.0019409396461576374
110.0,0.000927241205212155
114.0,0.0006054527276465688
118.0,8.56417601053623e-05
122.0,0.0003762745519663927
126.0,-0.0007242036776036392
130.0,0.0002311714615607616
134.0,0.00025307694623614106
138.0,0.00037236573390754513
142.0,2.1555729754898253e-05
146.0,8.422320328487592e-05
150.0,-0.0008103103892076224
154.0,-0.00010347638967772342
158.0,0.001388336084571621
162.0,0.000550731099400764
166.0,0.0007974219602105265
170.0,0.00044746786493982696
174.0,-0.0002129553806029697
178.0,0.0008004466497983501
182.0,0.0009555568025292122
186.0,0.00023130895773771585
190.0,0.0009598471061305402
194.0,0.0005652316566907732
198.0,0.0014210671069586477
