,0
22.0,0.058182960615556514
26.0,0.04112938032979698
30.0,0.030990779342568785
34.0,0.021743813162415224
38.0,0.014936079606317359
42.0,0.012095632405818004
46.0,0.009117191753214373
50.0,0.00736770859067991
54.0,0.007040555183335072
58.0,0.0054918394180290195
62.0,0.004342953951900358
66.0,0.0025994747002377077
70.0,0.0016060603698443412
74.0,0.0001826455363024718
78.0,0.0005913977883320296
82.0,0.0011626687845996688
86.0,0.00015738831833779415
90.0,0.0019473689530912048
94.0,0.0013211192490372823
98.0,0.0011089220616406822
102.0,0.0012789378843030329
106.0,0.0005433779464849526
110.0,0.0013487586993145306
114.0,0.001069550518744306
118.0,-0.0002636039773384821
122.0,0.00025598727961309516
126.0,0.00011862935864583636
130.0,-0.0004871887016739585
134.0,8.634915601694384e-05
138.0,-0.00024525899890487384
142.0,-0.0003277502764036203
146.0,-0.0002372455086290677
150.0,-0.0006492864372750762
154.0,-0.0005518335809620657
158.0,0.0003093282306614677
162.0,-0.0004047955399228682
166.0,-0.0005825666666353036
170.0,7.107934038193663e-05
174.0,-0.0008401466853398518
178.0,0.0002584496817854539
182.0,0.00019171941948503243
186.0,-2.7354697483408887e-06
190.0,0.00030312076267969776
194.0,0.00011558725906138143
198.0,-0.0004466858168871595
