,0
22.0,0.05775354352849271
26.0,0.04108636864106416
30.0,0.030562496276063483
34.0,0.021287144870529132
38.0,0.015516559784131757
42.0,0.012515866955143656
46.0,0.009625989114152397
50.0,0.008602363508212984
54.0,0.006872055933970709
58.0,0.004418290479299421
62.0,0.0047484771851527465
66.0,0.004490229932251413
70.0,0.0030059490466920894
74.0,0.001837784861243879
78.0,0.0026862633751585695
82.0,0.0016295334262650452
86.0,0.0013654735024556987
90.0,0.000905195248709386
94.0,0.0009345685498300417
98.0,0.0018776393762858865
102.0,0.0013869999443814516
106.0,0.00237148281020627
110.0,0.001063380408639371
114.0,0.00011022335803780395
118.0,0.0005250445775462075
122.0,0.0004764380905501524
126.0,0.0005418664514863049
130.0,0.0006559282720940624
134.0,0.0010510752915424777
138.0,0.0005047643004938734
142.0,0.0004970072304896545
146.0,9.036305877004051e-05
150.0,-0.0002756979147159189
154.0,0.00017944941370450328
158.0,0.000377056224553575
162.0,4.010710206980779e-05
166.0,0.0001401523755875069
170.0,0.00030576656950924056
174.0,0.00025838598043744843
178.0,5.476929369599198e-05
182.0,4.13141655940272e-05
186.0,0.000129728904510194
190.0,0.00028808063449114573
194.0,-0.00015674601136885926
198.0,0.0004249719820867178
